graph_friend_750_50_200.csv;3;dp;constr;29;1514;false
graph_friend_750_50_200.csv;3;dp;prio;29;1498;false
graph_friend_750_50_200.csv;3;greedy;constr;142;97;true
graph_friend_750_50_200.csv;3;greedy;prio;142;11303;true
graph_friend_750_50_200.csv;4;dp;constr;66;1544;true
graph_friend_750_50_200.csv;4;dp;prio;66;12764;true
graph_friend_750_50_200.csv;4;greedy;constr;208;88;true
graph_friend_750_50_200.csv;4;greedy;prio;208;11451;true
graph_friend_750_50_200.csv;5;dp;constr;115;1536;false
graph_friend_750_50_200.csv;5;dp;prio;115;1577;false
graph_friend_750_50_200.csv;5;greedy;constr;278;101;true
graph_friend_750_50_200.csv;5;greedy;prio;278;5677;true
graph_friend_750_50_200.csv;6;dp;constr;176;1563;true
graph_friend_750_50_200.csv;6;dp;prio;176;12707;true
graph_friend_750_50_200.csv;6;greedy;constr;364;125;true
graph_friend_750_50_200.csv;6;greedy;prio;364;11039;true
graph_friend_750_50_200.csv;7;dp;constr;229;1511;false
graph_friend_750_50_200.csv;7;dp;prio;229;1585;false
graph_friend_750_50_200.csv;7;greedy;constr;442;110;true
graph_friend_750_50_200.csv;7;greedy;prio;442;11334;true
graph_friend_750_50_200.csv;8;dp;constr;303;1433;false
graph_friend_750_50_200.csv;8;dp;prio;303;1597;false
graph_friend_750_50_200.csv;8;greedy;constr;532;128;true
graph_friend_750_50_200.csv;8;greedy;prio;532;11206;true
graph_friend_750_50_200.csv;9;dp;constr;392;1549;true
graph_friend_750_50_200.csv;9;dp;prio;392;12742;true
graph_friend_750_50_200.csv;9;greedy;constr;611;3;false
graph_friend_750_50_200.csv;9;greedy;prio;611;3;false
graph_friend_750_50_200.csv;10;dp;constr;469;1426;false
graph_friend_750_50_200.csv;10;dp;prio;469;1424;false
graph_friend_750_50_200.csv;10;greedy;constr;618;103;true
graph_friend_750_50_200.csv;10;greedy;prio;618;10514;true
graph_friend_750_50_200.csv;11;dp;constr;552;1566;true
graph_friend_750_50_200.csv;11;dp;prio;552;12746;true
graph_friend_750_50_200.csv;11;greedy;constr;771;3;false
graph_friend_750_50_200.csv;11;greedy;prio;771;2;false
graph_friend_750_50_200.csv;12;dp;constr;631;1452;false
graph_friend_750_50_200.csv;12;dp;prio;631;1427;false
graph_friend_750_50_200.csv;12;greedy;constr;862;106;true
graph_friend_750_50_200.csv;12;greedy;prio;862;11386;true
graph_friend_750_50_200.csv;13;dp;constr;710;1505;true
graph_friend_750_50_200.csv;13;dp;prio;710;12709;true
graph_friend_750_50_200.csv;13;greedy;constr;898;99;true
graph_friend_750_50_200.csv;13;greedy;prio;898;5881;true
graph_friend_750_50_200.csv;14;dp;constr;779;1543;false
graph_friend_750_50_200.csv;14;dp;prio;779;1682;false
graph_friend_750_50_200.csv;14;greedy;constr;1022;133;true
graph_friend_750_50_200.csv;14;greedy;prio;1022;10834;true
graph_friend_750_50_200.csv;15;dp;constr;845;1492;false
graph_friend_750_50_200.csv;15;dp;prio;845;1445;false
graph_friend_750_50_200.csv;15;greedy;constr;1043;2;false
graph_friend_750_50_200.csv;15;greedy;prio;1043;3;false
graph_friend_750_50_200.csv;16;dp;constr;917;1519;false
graph_friend_750_50_200.csv;16;dp;prio;917;1425;false
graph_friend_750_50_200.csv;16;greedy;constr;1158;102;true
graph_friend_750_50_200.csv;16;greedy;prio;1158;10772;true
graph_friend_750_50_200.csv;17;dp;constr;995;1553;false
graph_friend_750_50_200.csv;17;dp;prio;995;1550;false
graph_friend_750_50_200.csv;17;greedy;constr;1250;95;true
graph_friend_750_50_200.csv;17;greedy;prio;1250;11573;true
graph_friend_750_50_200.csv;18;dp;constr;1082;1487;true
graph_friend_750_50_200.csv;18;dp;prio;1082;12798;true
graph_friend_750_50_200.csv;18;greedy;constr;1301;3;false
graph_friend_750_50_200.csv;18;greedy;prio;1301;2;false
graph_friend_750_50_200.csv;19;dp;constr;1157;1647;false
graph_friend_750_50_200.csv;19;dp;prio;1157;1404;false
graph_friend_750_50_200.csv;19;greedy;constr;1366;96;true
graph_friend_750_50_200.csv;19;greedy;prio;1366;11754;true
graph_friend_750_50_200.csv;20;dp;constr;1266;1473;true
graph_friend_750_50_200.csv;20;dp;prio;1266;13097;true
