graph_friend_300_50_250.csv;3;dp;constr;141;497;false
graph_friend_300_50_250.csv;3;dp;prio;141;327;false
graph_friend_300_50_250.csv;3;greedy;constr;195;1;false
graph_friend_300_50_250.csv;3;greedy;prio;195;2;false
graph_friend_300_50_250.csv;4;dp;constr;239;440;false
graph_friend_300_50_250.csv;4;dp;prio;239;330;false
graph_friend_300_50_250.csv;4;greedy;constr;288;43;true
graph_friend_300_50_250.csv;4;greedy;prio;288;2317;true
graph_friend_300_50_250.csv;5;dp;constr;326;364;true
graph_friend_300_50_250.csv;5;dp;prio;326;2786;true
graph_friend_300_50_250.csv;5;greedy;constr;414;38;true
graph_friend_300_50_250.csv;5;greedy;prio;414;2285;true
graph_friend_300_50_250.csv;6;dp;constr;423;286;false
graph_friend_300_50_250.csv;6;dp;prio;423;316;false
graph_friend_300_50_250.csv;6;greedy;constr;486;42;true
graph_friend_300_50_250.csv;6;greedy;prio;486;2408;true
graph_friend_300_50_250.csv;7;dp;constr;534;362;true
graph_friend_300_50_250.csv;7;dp;prio;534;2771;true
graph_friend_300_50_250.csv;7;greedy;constr;655;1;false
graph_friend_300_50_250.csv;7;greedy;prio;655;2;false
graph_friend_300_50_250.csv;8;dp;constr;599;331;false
graph_friend_300_50_250.csv;8;dp;prio;599;321;false
graph_friend_300_50_250.csv;8;greedy;constr;692;42;true
graph_friend_300_50_250.csv;8;greedy;prio;692;2521;true
graph_friend_300_50_250.csv;9;dp;constr;736;384;true
graph_friend_300_50_250.csv;9;dp;prio;736;3476;true
graph_friend_300_50_250.csv;9;greedy;constr;857;2;false
graph_friend_300_50_250.csv;9;greedy;prio;857;2;false
graph_friend_300_50_250.csv;10;dp;constr;790;366;true
graph_friend_300_50_250.csv;10;dp;prio;790;1714;true
graph_friend_300_50_250.csv;10;greedy;constr;1049;2;false
graph_friend_300_50_250.csv;10;greedy;prio;1049;1;false
graph_friend_300_50_250.csv;11;dp;constr;900;449;true
graph_friend_300_50_250.csv;11;dp;prio;900;2878;true
graph_friend_300_50_250.csv;11;greedy;constr;980;42;true
graph_friend_300_50_250.csv;11;greedy;prio;980;2349;true
graph_friend_300_50_250.csv;12;dp;constr;974;542;true
graph_friend_300_50_250.csv;12;dp;prio;974;2968;true
graph_friend_300_50_250.csv;12;greedy;constr;1032;44;true
graph_friend_300_50_250.csv;12;greedy;prio;1032;2446;true
graph_friend_300_50_250.csv;13;dp;constr;1073;353;false
graph_friend_300_50_250.csv;13;dp;prio;1073;328;false
graph_friend_300_50_250.csv;13;greedy;constr;1160;43;true
